Type,SKU,Name,Published,Featured,Catalog visibility,Short description,Description,Price,Regular price,Sale price,Images,Categories,Tags,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global,Attribute 3 name,Attribute 3 value(s),Attribute 3 visible,Attribute 3 global,Attribute 4 name,Attribute 4 value(s),Attribute 4 visible,Attribute 4 global,Attribute 5 name,Attribute 5 value(s),Attribute 5 visible,Attribute 5 global,Attribute 6 name,Attribute 6 value(s),Attribute 6 visible,Attribute 6 global,Attribute 7 name,Attribute 7 value(s),Attribute 7 visible,Attribute 7 global,Attribute 8 name,Attribute 8 value(s),Attribute 8 visible,Attribute 8 global,Attribute 9 name,Attribute 9 value(s),Attribute 9 visible,Attribute 9 global,Attribute 10 name,Attribute 10 value(s),Attribute 10 visible,Attribute 10 global,Attribute 11 name,Attribute 11 value(s),Attribute 11 visible,Attribute 11 global,Attribute 12 name,Attribute 12 value(s),Attribute 12 visible,Attribute 12 global,Attribute 13 name,Attribute 13 value(s),Attribute 13 visible,Attribute 13 global,Attribute 14 name,Attribute 14 value(s),Attribute 14 visible,Attribute 14 global,Attribute 15 name,Attribute 15 value(s),Attribute 15 visible,Attribute 15 global,Attribute 16 name,Attribute 16 value(s),Attribute 16 visible,Attribute 16 global,Attribute 17 name,Attribute 17 value(s),Attribute 17 visible,Attribute 17 global,Attribute 18 name,Attribute 18 value(s),Attribute 18 visible,Attribute 18 global,Attribute 19 name,Attribute 19 value(s),Attribute 19 visible,Attribute 19 global,Attribute 20 name,Attribute 20 value(s),Attribute 20 visible,Attribute 20 global,Attribute 21 name,Attribute 21 value(s),Attribute 21 visible,Attribute 21 global,Attribute 22 name,Attribute 22 value(s),Attribute 22 visible,Attribute 22 global,Attribute 23 name,Attribute 23 value(s),Attribute 23 visible,Attribute 23 global,Attribute 24 name,Attribute 24 value(s),Attribute 24 visible,Attribute 24 global,Attribute 25 name,Attribute 25 value(s),Attribute 25 visible,Attribute 25 global,Attribute 26 name,Attribute 26 value(s),Attribute 26 visible,Attribute 26 global,Attribute 27 name,Attribute 27 value(s),Attribute 27 visible,Attribute 27 global,Attribute 28 name,Attribute 28 value(s),Attribute 28 visible,Attribute 28 global,Attribute 29 name,Attribute 29 value(s),Attribute 29 visible,Attribute 29 global,Attribute 30 name,Attribute 30 value(s),Attribute 30 visible,Attribute 30 global,Attribute 31 name,Attribute 31 value(s),Attribute 31 visible,Attribute 31 global,Attribute 32 name,Attribute 32 value(s),Attribute 32 visible,Attribute 32 global,Attribute 33 name,Attribute 33 value(s),Attribute 33 visible,Attribute 33 global,Attribute 34 name,Attribute 34 value(s),Attribute 34 visible,Attribute 34 global,Attribute 35 name,Attribute 35 value(s),Attribute 35 visible,Attribute 35 global
simple,43C655,SMART QLED 43P UHD GOOGLE TV 43C655,1,0,visible,,,,3999,,"https://electroclub.ma/13616-large_default/smart-tv-samsung-32p-ua32t5300.jpg,https://electroclub.ma/13609-large_default/smart-tv-samsung-32p-ua32t5300.jpg,https://electroclub.ma/13610-large_default/smart-tv-samsung-32p-ua32t5300.jpg,https://electroclub.ma/13611-large_default/smart-tv-samsung-32p-ua32t5300.jpg,https://electroclub.ma/13612-large_default/smart-tv-samsung-32p-ua32t5300.jpg",Not found,,Marque,Tcl,1,1,Reference fournisseur,43C655,1,1,Garantie,1 ANS,1,1,Marque,TCL,1,1,Type d&#039;ecran,LED,1,1,Smart tv,Oui,1,1,Taille d&#039;écran,43 Pouces,1,1,Type du rectroeclairage,Qled,1,1,Norme hd,Ultra HD / 4K,1,1,Resolution de l&#039;affichage,3840 x 2160,1,1,Entree hdmi,3,1,1,Entree usb,1,1,1,Coloris,Noir,1,1,Système d&#039;exploitation,GoogleTV,1,1,Hauteur (cm),"59,5",1,1,Largeur (cm),97 cm,1,1,Profondeur (cm),29,1,1,Type de conception,Frameless,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
simple,43DU8000,TV SAMSUNG 43P LED UHD (4k) 43DU8000,1,0,visible,,,,3999,,"https://electroclub.ma/13369-large_default/smart-tv-led-55p-uhd-samsung.jpg,https://electroclub.ma/10506-large_default/smart-tv-led-55p-uhd-samsung.jpg,https://electroclub.ma/10507-large_default/smart-tv-led-55p-uhd-samsung.jpg,https://electroclub.ma/10508-large_default/smart-tv-led-55p-uhd-samsung.jpg,https://electroclub.ma/10509-large_default/smart-tv-led-55p-uhd-samsung.jpg",Not found,,Marque,Samsung,1,1,Reference fournisseur,43DU8000,1,1,Garantie,1 an,1,1,Type d&#039;ecran,Flat,1,1,Smart tv,Oui,1,1,Taille d&#039;écran,43 Pouces,1,1,Type du rectroeclairage,Led,1,1,Norme hd,Uhd (4k),1,1,Resolution de l&#039;affichage,3840×2160,1,1,Fluidite de l&#039;image,50,1,1,Fluidite constructeur,NON,1,1,Tuner,DVB-T2/C/S2,1,1,Direct wi-fi,Oui,1,1,Puissance sonore,20,1,1,Entree hdmi,3,1,1,Entree usb,2,1,1,Entree prise peritel,Non,1,1,Entree rca,NON,1,1,Entree vga,Non,1,1,Interface ci,Oui,1,1,Entree optique,Oui,1,1,Wifi integre,Oui,1,1,Bluetooth,Oui,1,1,Fonction enregistreur (pvr),Oui,1,1,Coloris,Noir,1,1,Dimension avec pied,963.9 x 627.8 x 192.5 mm,1,1,Dimension sans pied,963.9 x 558.9 x 59.6 mm,1,1,Poids (KG),16,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
simple,H85Q800UX,SMART TV QLED 85P UHD H85Q800UX,1,0,visible,,,,14499,,"https://electroclub.ma/13636-large_default/smart-tv-led-50p-uhd-samsung-serie-9.jpg,https://electroclub.ma/13635-large_default/smart-tv-led-50p-uhd-samsung-serie-9.jpg,https://electroclub.ma/13632-large_default/smart-tv-led-50p-uhd-samsung-serie-9.jpg,https://electroclub.ma/13633-large_default/smart-tv-led-50p-uhd-samsung-serie-9.jpg",4K UHD,,Marque,Haier,1,1,Reference fournisseur,H85Q800UX,1,1,Garantie,2 ans,1,1,Marque,HAIER,1,1,Type d&#039;ecran,QLED,1,1,Smart tv,Oui,1,1,Taille d&#039;écran,85,1,1,Type du rectroeclairage,Qled,1,1,Norme hd,Ultra HD / 4K,1,1,Resolution de l&#039;affichage,3840×2160,1,1,Fluidite de l&#039;image,60,1,1,Direct wi-fi,Oui,1,1,Puissance sonore,20,1,1,Entree hdmi,4,1,1,Entree usb,2,1,1,Entree rca,NON,1,1,Bluetooth,Oui,1,1,Coloris,Noir,1,1,Dimension avec pied,1900.9 x 1129.1 x 396.6 mm,1,1,Dimension sans pied,1900.9 x 1086.1 x 26.9 mm,1,1,Technologie éclairage,LED directe,1,1,Connectivite,Oui,1,1,Wifi integrée,OUI,1,1,Récepteur intégré,OUI,1,1,TNT,OUI,1,1,Dolby audio,OUI,1,1,Android 11,OUI,1,1,Smart Remote Control,OUI,1,1,Google Assistant,OUI,1,1,,,,,,,,,,,,,,,,,,,,,,,,
simple,H55S80EUX,SMART TV QLED 55P UHD H55S80EUX,1,0,visible,,,,4999,,"https://electroclub.ma/13673-large_default/smart-tv-led-50p-uhd-samsung-serie-9.jpg,https://electroclub.ma/13671-large_default/smart-tv-led-50p-uhd-samsung-serie-9.jpg,https://electroclub.ma/13672-large_default/smart-tv-led-50p-uhd-samsung-serie-9.jpg,https://electroclub.ma/13667-large_default/smart-tv-led-50p-uhd-samsung-serie-9.jpg,https://electroclub.ma/13669-large_default/smart-tv-led-50p-uhd-samsung-serie-9.jpg",4K UHD,,Marque,Haier,1,1,Reference fournisseur,H55S80EUX,1,1,Garantie,2 ans,1,1,Marque,HAIER,1,1,Type d&#039;ecran,QLED,1,1,Smart tv,Oui,1,1,Taille d&#039;écran,55,1,1,Type du rectroeclairage,Qled,1,1,Norme hd,Ultra HD / 4K,1,1,Resolution de l&#039;affichage,3840×2160,1,1,Fluidite de l&#039;image,60,1,1,Direct wi-fi,Oui,1,1,Puissance sonore,20,1,1,Entree hdmi,4,1,1,Entree usb,2,1,1,Entree rca,NON,1,1,Bluetooth,Oui,1,1,Coloris,Noir,1,1,Dimension avec pied,1232.1 x 748.8 x 226.6 mm,1,1,Dimension sans pied,1230.5 x 707.2 x 59.9 mm,1,1,Technologie éclairage,LED directe,1,1,Connectivite,Oui,1,1,Wifi integrée,OUI,1,1,Récepteur intégré,OUI,1,1,TNT,OUI,1,1,Dolby audio,OUI,1,1,Android 11,OUI,1,1,Smart Remote Control,OUI,1,1,Google Assistant,OUI,1,1,Category,GoogleTV,1,1,,,,,,,,,,,,,,,,,,,,
simple,50Q60D,TV  SAMSUNG 50P QLED UHD (4k) 50Q60D,1,0,visible,,,,5999,,"https://electroclub.ma/14027-large_default/smart-tv-led-75p-uhd-4k-samsung.jpg,https://electroclub.ma/14020-large_default/smart-tv-led-75p-uhd-4k-samsung.jpg,https://electroclub.ma/14021-large_default/smart-tv-led-75p-uhd-4k-samsung.jpg,https://electroclub.ma/14022-large_default/smart-tv-led-75p-uhd-4k-samsung.jpg,https://electroclub.ma/14023-large_default/smart-tv-led-75p-uhd-4k-samsung.jpg",4K UHD,,Marque,Samsung,1,1,Reference fournisseur,50Q60D,1,1,Garantie,1 an,1,1,Smart tv,Oui,1,1,Taille d&#039;écran,55 Pouces,1,1,Type du rectroeclairage,Qled,1,1,Norme hd,Ultra HD / 4K,1,1,Resolution de l&#039;affichage,3840x2160,1,1,Fluidite constructeur,Motion Plus,1,1,Direct wi-fi,Oui,1,1,Puissance sonore,20,1,1,Entree hdmi,3,1,1,Entree usb,2,1,1,Entree rca,Oui,1,1,Interface ci,Oui,1,1,Bluetooth,Oui,1,1,Système d&#039;exploitation,Tizen™,1,1,Connectivite,Oui,1,1,Technologie,Crystal 4K,1,1,Fluidité de l&#039;image ( Hz ),50,1,1,Turner,OUI,1,1,Entrée optique RJ45,OUI,1,1,Wifi integrée,OUI,1,1,Fonction enregistreur PVR,OUI,1,1,Vidéo,HDR/HDR 10+/HLG/Mega Contrast/PurColor,1,1,Audio,Dolby Digital Plus,1,1,Dimension avec pied ( cm ),111.7 x 71.9 x 25,1,1,Dimension sans pied ( cm ),111.9 x 64.5x 2.6,1,1,Indice de qualité ( PQI ),2000,1,1,Processeur,Crystal prcessor 4K,1,1,Poids (KG),18,1,1,,,,,,,,,,,,,,,,
simple,H55Q800UX,SMART TV QLED 55P UHD H55Q800UX,1,0,visible,,,,5499,,"https://electroclub.ma/14347-large_default/smart-tv-led-50p-uhd-samsung-serie-9.jpg,https://electroclub.ma/14115-large_default/smart-tv-led-50p-uhd-samsung-serie-9.jpg,https://electroclub.ma/14112-large_default/smart-tv-led-50p-uhd-samsung-serie-9.jpg,https://electroclub.ma/14111-large_default/smart-tv-led-50p-uhd-samsung-serie-9.jpg,https://electroclub.ma/14113-large_default/smart-tv-led-50p-uhd-samsung-serie-9.jpg",4K UHD,,Marque,Haier,1,1,Reference fournisseur,H55Q800UX,1,1,Mémoire ram,2G,1,1,Garantie,2 ans,1,1,Marque,HAIER,1,1,Type d&#039;ecran,QLED,1,1,Smart tv,Oui,1,1,Taille d&#039;écran,55 Pouces,1,1,Type du rectroeclairage,Led,1,1,Norme hd,Ultra HD / 4K,1,1,Resolution de l&#039;affichage,3840×2160,1,1,Fluidite de l&#039;image,60,1,1,Direct wi-fi,Oui,1,1,Puissance sonore,20,1,1,Entree hdmi,4,1,1,Entree usb,2,1,1,Entree rca,NON,1,1,Bluetooth,Oui,1,1,Coloris,Noir,1,1,Dimension avec pied,129 x 82.4 x 25cm,1,1,Dimension sans pied,1230.5 x 707.2 x 59.9 mm,1,1,Technologie éclairage,Qled,1,1,Mémoire de stockage,8G,1,1,Connectivite,Oui,1,1,Wifi integrée,OUI,1,1,Récepteur intégré,OUI,1,1,TNT,OUI,1,1,Dolby audio,OUI,1,1,Android 11,OUI,1,1,Smart Remote Control,OUI,1,1,Google Assistant,OUI,1,1,Category,GoogleTV,1,1,,,,,,,,,,,,
simple,H65Q800UX,SMART TV QLED 65P UHD H65Q800UX,1,0,visible,,,,7999,,"https://electroclub.ma/14354-large_default/smart-tv-led-50p-uhd-samsung-serie-9.jpg,https://electroclub.ma/14352-large_default/smart-tv-led-50p-uhd-samsung-serie-9.jpg,https://electroclub.ma/14349-large_default/smart-tv-led-50p-uhd-samsung-serie-9.jpg,https://electroclub.ma/14348-large_default/smart-tv-led-50p-uhd-samsung-serie-9.jpg,https://electroclub.ma/14350-large_default/smart-tv-led-50p-uhd-samsung-serie-9.jpg",4K UHD,,Marque,Haier,1,1,Reference fournisseur,H65Q800UX,1,1,Mémoire ram,2G,1,1,Garantie,2 ans,1,1,Marque,HAIER,1,1,Type d&#039;ecran,QLED,1,1,Smart tv,Oui,1,1,Taille d&#039;écran,55 Pouces,1,1,Type du rectroeclairage,Led,1,1,Norme hd,Ultra HD / 4K,1,1,Resolution de l&#039;affichage,3840×2160,1,1,Fluidite de l&#039;image,60,1,1,Direct wi-fi,Oui,1,1,Puissance sonore,20,1,1,Entree hdmi,4,1,1,Entree usb,2,1,1,Entree rca,NON,1,1,Bluetooth,Oui,1,1,Coloris,Noir,1,1,Dimension avec pied,1450.9 X 869.6 X 281.8 MM (LXHXP),1,1,Dimension sans pied,1450.9 x 831.4 x 25.7 mm,1,1,Technologie éclairage,Qled,1,1,Mémoire de stockage,8G,1,1,Connectivite,Oui,1,1,Wifi integrée,OUI,1,1,Récepteur intégré,OUI,1,1,TNT,OUI,1,1,Dolby audio,OUI,1,1,Android 11,OUI,1,1,Smart Remote Control,OUI,1,1,Google Assistant,OUI,1,1,Category,GoogleTV,1,1,,,,,,,,,,,,
simple,H43K800UX,SMART TV LED 43P UHD H43K800UX,1,0,visible,,,,3099,,"https://electroclub.ma/14373-large_default/smart-tv-led-50p-uhd-samsung-serie-9.jpg,https://electroclub.ma/14374-large_default/smart-tv-led-50p-uhd-samsung-serie-9.jpg,https://electroclub.ma/14375-large_default/smart-tv-led-50p-uhd-samsung-serie-9.jpg,https://electroclub.ma/14376-large_default/smart-tv-led-50p-uhd-samsung-serie-9.jpg,https://electroclub.ma/14377-large_default/smart-tv-led-50p-uhd-samsung-serie-9.jpg",4K UHD,,Marque,Haier,1,1,Reference fournisseur,H43K800UX,1,1,Mémoire ram,2G,1,1,Garantie,2 ans,1,1,Marque,HAIER,1,1,Type d&#039;ecran,LED,1,1,Smart tv,Oui,1,1,Taille d&#039;écran,43 Pouces,1,1,Type du rectroeclairage,Led,1,1,Norme hd,Ultra HD / 4K,1,1,Resolution de l&#039;affichage,3840×2160,1,1,Fluidite de l&#039;image,60,1,1,Direct wi-fi,Oui,1,1,Puissance sonore,20,1,1,Entree hdmi,4,1,1,Entree usb,2,1,1,Entree rca,NON,1,1,Bluetooth,Oui,1,1,Coloris,Noir,1,1,Dimension avec pied,963.9 x 627.8 x 192.5 mm,1,1,Dimension sans pied,963.9 x 558.9 x 59.6 mm,1,1,Technologie éclairage,LED directe,1,1,Mémoire de stockage,8G,1,1,Connectivite,Oui,1,1,Wifi integrée,OUI,1,1,Récepteur intégré,OUI,1,1,TNT,OUI,1,1,Dolby audio,OUI,1,1,Android 11,OUI,1,1,Smart Remote Control,OUI,1,1,Google Assistant,OUI,1,1,Category,GoogleTV,1,1,,,,,,,,,,,,
simple,65QN90D,TV SAMSUNG  NEO QLED 65P UHD (4k) 65QN90D,1,0,visible,,,,13999,,"https://electroclub.ma/14481-large_default/smart-tv-led-50p-uhd-samsung-serie-9.jpg,https://electroclub.ma/14480-large_default/smart-tv-led-50p-uhd-samsung-serie-9.jpg,https://electroclub.ma/14479-large_default/smart-tv-led-50p-uhd-samsung-serie-9.jpg,https://electroclub.ma/14482-large_default/smart-tv-led-50p-uhd-samsung-serie-9.jpg",4K UHD,,Marque,Samsung,1,1,Reference fournisseur,65QN90D,1,1,Garantie,1 an,1,1,Type d&#039;ecran,Flat,1,1,Smart tv,Oui,1,1,Taille d&#039;écran,65 Pouces,1,1,Type du rectroeclairage,NEO QLED,1,1,Norme hd,Ultra HD / 4K,1,1,Resolution de l&#039;affichage,7680 x 4320,1,1,Fluidite constructeur,NON,1,1,Direct wi-fi,Oui,1,1,Puissance sonore,60,1,1,Entree hdmi,4,1,1,Entree usb,2,1,1,Entree rca,Oui,1,1,Interface ci,Oui,1,1,Bluetooth,Oui,1,1,Coloris,ARGENT,1,1,Système d&#039;exploitation,Tizen™,1,1,Connectivite,Oui,1,1,Technologie,Crystal 4K,1,1,Fluidité de l&#039;image ( Hz ),100,1,1,Turner,OUI,1,1,Entrée optique RJ45,OUI,1,1,Wifi integrée,OUI,1,1,Fonction enregistreur PVR,OUI,1,1,Vidéo,HDR/HDR 10+/HLG/Mega Contrast/PurColor,1,1,Audio,Dolby Digital Plus,1,1,Dimension avec pied ( cm ),144.9 x 90.7x 28.2,1,1,Dimension sans pied ( cm ),144.6 x 82.9. x 2.7,1,1,Indice de qualité ( PQI ),2800,1,1,Processeur,Crystal prcessor 4K,1,1,,,,,,,,,,,,
simple,50DU7000,TV SAMSUNG 50P LED UHD (4k) 50DU7000,1,0,visible,,,,3999,,"https://electroclub.ma/12353-large_default/smart-tv-led-43p-uhd-samsung.jpg,https://electroclub.ma/12352-large_default/smart-tv-led-43p-uhd-samsung.jpg,https://electroclub.ma/12354-large_default/smart-tv-led-43p-uhd-samsung.jpg,https://electroclub.ma/12355-large_default/smart-tv-led-43p-uhd-samsung.jpg,https://electroclub.ma/12356-large_default/smart-tv-led-43p-uhd-samsung.jpg",4K UHD,,Marque,Samsung,1,1,Reference fournisseur,50DU7000,1,1,Garantie,1 an,1,1,Smart tv,Oui,1,1,Taille d&#039;écran,50 Pouces,1,1,Type du rectroeclairage,Led,1,1,Norme hd,Ultra HD / 4K,1,1,Resolution de l&#039;affichage,3840x2160,1,1,Direct wi-fi,Oui,1,1,Entree hdmi,3,1,1,Entree usb,1,1,1,Entree rca,Oui,1,1,Interface ci,Oui,1,1,Bluetooth,Oui,1,1,Système d&#039;exploitation,Tizen™,1,1,Connectivite,Oui,1,1,Technologie,Crystal 4K,1,1,Fluidité de l&#039;image ( Hz ),50,1,1,Turner,OUI,1,1,Entrée optique RJ45,OUI,1,1,Wifi integrée,OUI,1,1,Fonction enregistreur PVR,OUI,1,1,Vidéo,HDR/HDR 10+/HLG/Mega Contrast/PurColor,1,1,Dimension avec pied ( cm ),111.7 x 71.9 x 25,1,1,Dimension sans pied ( cm ),111.7 x 64.4 x 6,1,1,Processeur,Crystal prcessor 4K,1,1,Poids (KG),11.6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
simple,55DU7000,TV SAMSUNG 55P LED UHD (4k) 55DU7000,1,0,visible,,,,4899,,"https://electroclub.ma/13259-large_default/smart-tv-led-43p-uhd-samsung.jpg,https://electroclub.ma/12360-large_default/smart-tv-led-43p-uhd-samsung.jpg,https://electroclub.ma/12362-large_default/smart-tv-led-43p-uhd-samsung.jpg,https://electroclub.ma/12363-large_default/smart-tv-led-43p-uhd-samsung.jpg,https://electroclub.ma/12364-large_default/smart-tv-led-43p-uhd-samsung.jpg",4K UHD,,Marque,Samsung,1,1,Reference fournisseur,55DU7000,1,1,Garantie,1 an,1,1,Smart tv,Oui,1,1,Taille d&#039;écran,55 Pouces,1,1,Type du rectroeclairage,Led,1,1,Norme hd,Ultra HD / 4K,1,1,Resolution de l&#039;affichage,3840x2160,1,1,Direct wi-fi,Oui,1,1,Entree hdmi,3,1,1,Entree usb,1,1,1,Entree rca,Oui,1,1,Interface ci,Oui,1,1,Bluetooth,Oui,1,1,Système d&#039;exploitation,Tizen™,1,1,Classe énergétique,G,1,1,Connectivite,Oui,1,1,Technologie,Crystal 4K,1,1,Fluidité de l&#039;image ( Hz ),50,1,1,Turner,OUI,1,1,Entrée optique RJ45,OUI,1,1,Wifi integrée,OUI,1,1,Fonction enregistreur PVR,OUI,1,1,Vidéo,HDR/HDR 10+/HLG/Mega Contrast/PurColor,1,1,Dimension avec pied ( cm ),123.1 x 78.3 x 25,1,1,Dimension sans pied ( cm ),123.1 x 70.7 x 6,1,1,Processeur,Crystal prcessor 4K,1,1,Poids (KG),14,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
simple,65DU7000,TV SAMSUNG 65P LED UHD (4k) 65DU7000,1,0,visible,,,,7199,,"https://electroclub.ma/12377-large_default/smart-tv-led-43p-uhd-samsung.jpg,https://electroclub.ma/12376-large_default/smart-tv-led-43p-uhd-samsung.jpg,https://electroclub.ma/12378-large_default/smart-tv-led-43p-uhd-samsung.jpg,https://electroclub.ma/12379-large_default/smart-tv-led-43p-uhd-samsung.jpg,https://electroclub.ma/12380-large_default/smart-tv-led-43p-uhd-samsung.jpg",4K UHD,,Marque,Samsung,1,1,Reference fournisseur,65DU7000,1,1,Garantie,1 an,1,1,Smart tv,Oui,1,1,Taille d&#039;écran,65 Pouces,1,1,Type du rectroeclairage,Led,1,1,Norme hd,Ultra HD / 4K,1,1,Resolution de l&#039;affichage,3840x2160,1,1,Direct wi-fi,Oui,1,1,Entree hdmi,3,1,1,Entree usb,1,1,1,Entree rca,Oui,1,1,Interface ci,Oui,1,1,Bluetooth,Oui,1,1,Système d&#039;exploitation,Tizen™,1,1,Classe énergétique,G,1,1,Connectivite,Oui,1,1,Technologie,Crystal 4K,1,1,Fluidité de l&#039;image ( Hz ),50,1,1,Turner,OUI,1,1,Entrée optique RJ45,OUI,1,1,Wifi integrée,OUI,1,1,Fonction enregistreur PVR,OUI,1,1,Vidéo,HDR/HDR 10+/HLG/Mega Contrast/PurColor,1,1,Dimension avec pied ( cm ),144.4 x 89.7 x 30.1,1,1,Dimension sans pied ( cm ),144.9 x 83 x 6,1,1,Processeur,Crystal prcessor 4K,1,1,Poids (KG),20.8,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
simple,65B46LA,TV LG 65P OLED  UHD (4K) 65B46LA,1,0,visible,,,,16499,,"https://electroclub.ma/12801-large_default/smart-tv-led-50p-uhd-samsung-serie-9.jpg,https://electroclub.ma/12805-large_default/smart-tv-led-50p-uhd-samsung-serie-9.jpg,https://electroclub.ma/12804-large_default/smart-tv-led-50p-uhd-samsung-serie-9.jpg,https://electroclub.ma/12802-large_default/smart-tv-led-50p-uhd-samsung-serie-9.jpg,https://electroclub.ma/12803-large_default/smart-tv-led-50p-uhd-samsung-serie-9.jpg",4K UHD,,Marque,Lg,1,1,Reference fournisseur,65B46LA,1,1,Garantie,1 an,1,1,Type d&#039;ecran,Flat,1,1,Smart tv,Oui,1,1,Taille d&#039;écran,65 Pouces,1,1,Type du rectroeclairage,OLED,1,1,Norme hd,Ultra HD / 4K,1,1,Resolution de l&#039;affichage,3840×2160,1,1,Fluidite constructeur,NON,1,1,Tuner,DVB-T2/C/S2,1,1,Direct wi-fi,Oui,1,1,Puissance sonore,20,1,1,Entree hdmi,4,1,1,Entree usb,3,1,1,Entree prise peritel,Non,1,1,Entree rca,NON,1,1,Entree vga,Non,1,1,Interface ci,Oui,1,1,Bluetooth,Oui,1,1,Fonction enregistreur (pvr),Oui,1,1,Coloris,Noir,1,1,Dimension avec pied,1450.9 X 869.6 X 281.8 MM (LXHXP),1,1,Dimension sans pied,1450.9 x 831.4 x 25.7 mm,1,1,Connectivite,Oui,1,1,Fluidité de l&#039;image ( Hz ),100,1,1,Entrée optique RJ45,OUI,1,1,Wifi integrée,OUI,1,1,Poids (KG),24.7,1,1,Contraste élevé,OUI,1,1,Inverser les couleurs,OUI,1,1,Réglage acoustique de l&#039;IA,OUI,1,1,Compatible G-Sync (Nvidia),OUI,1,1,Image IA,Image AI Pro,1,1,Compatible FreeSync (AMD)	Oui,OUI,1,1
simple,55S90DA,TV SAMSUNG 55P OLED UHD (4k) 55S90DA,1,0,visible,,,,11799,,"https://electroclub.ma/13059-large_default/smart-tv-led-50p-uhd-samsung-serie-9.jpg,https://electroclub.ma/13058-large_default/smart-tv-led-50p-uhd-samsung-serie-9.jpg,https://electroclub.ma/13060-large_default/smart-tv-led-50p-uhd-samsung-serie-9.jpg,https://electroclub.ma/13061-large_default/smart-tv-led-50p-uhd-samsung-serie-9.jpg",4K UHD,,Marque,Samsung,1,1,Reference fournisseur,55S90DA,1,1,Garantie,1 an,1,1,Type d&#039;ecran,Flat,1,1,Smart tv,Oui,1,1,Taille d&#039;écran,55 Pouces,1,1,Type du rectroeclairage,OLED,1,1,Norme hd,Ultra HD / 4K,1,1,Resolution de l&#039;affichage,3840×2160,1,1,Fluidite constructeur,NON,1,1,Tuner,DVB-T2/C/S2,1,1,Direct wi-fi,Oui,1,1,Puissance sonore,20,1,1,Entree hdmi,4,1,1,Entree usb,2,1,1,Entree rca,NON,1,1,Interface ci,Oui,1,1,Bluetooth,Oui,1,1,Fonction enregistreur (pvr),Oui,1,1,Coloris,Noir,1,1,Dimension avec pied,1225 X 762 X 191 LXHXP (MM),1,1,Dimension sans pied,1225 X 719 X 48.9 LXHXP (MM),1,1,Connectivite,Oui,1,1,Wifi integrée,OUI,1,1,Poids (KG),21.9,1,1,Contraste élevé,OUI,1,1,Compatible G-Sync (Nvidia),OUI,1,1,Image IA,Image AI Pro,1,1,Compatible FreeSync (AMD)	Oui,OUI,1,1,,,,,,,,,,,,,,,,,,,,,,,,
simple,75UR78006LL,TV LG 75P LED UHD (4k) 75UR78006LL,1,0,visible,,,,8999,,"https://electroclub.ma/14196-large_default/smart-tv-led-50p-uhd-samsung-serie-9.jpg,https://electroclub.ma/11057-large_default/smart-tv-led-50p-uhd-samsung-serie-9.jpg,https://electroclub.ma/11058-large_default/smart-tv-led-50p-uhd-samsung-serie-9.jpg,https://electroclub.ma/11059-large_default/smart-tv-led-50p-uhd-samsung-serie-9.jpg,https://electroclub.ma/11060-large_default/smart-tv-led-50p-uhd-samsung-serie-9.jpg",4K UHD,,Marque,Lg,1,1,Reference fournisseur,75UR78006LL,1,1,Garantie,1 an,1,1,Type d&#039;ecran,Flat,1,1,Smart tv,Oui,1,1,Taille d&#039;écran,75 Pouces,1,1,Type du rectroeclairage,Led,1,1,Norme hd,Ultra HD / 4K,1,1,Resolution de l&#039;affichage,3840×2160,1,1,Fluidite constructeur,Oui,1,1,Tuner,DVB-T2/C/S2,1,1,Direct wi-fi,Oui,1,1,Puissance sonore,20,1,1,Entree hdmi,3,1,1,Entree usb,2,1,1,Entree prise peritel,Non,1,1,Entree rca,NON,1,1,Entree vga,Non,1,1,Interface ci,Oui,1,1,Bluetooth,Oui,1,1,Fonction enregistreur (pvr),Oui,1,1,Coloris,Noir,1,1,Dimension avec pied,1027 X 1678 X 361 MM (HXLXP),1,1,Dimension sans pied,1673.2 x 958.2 x 59.9 mm,1,1,Connectivite,Oui,1,1,Fluidité de l&#039;image ( Hz ),50,1,1,Entrée optique RJ45,OUI,1,1,Wifi integrée,OUI,1,1,Poids (KG),21.7,1,1,,,,,,,,,,,,,,,,,,,,,,,,
